Protein_ID,Source,Num_Pockets,Top_Score,Top_Probability,Center_X,Center_Y,Center_Z,Surf_Atoms
clean_4YH1,pdb,2,4.25,0.174,177.823,8.372,3.653,24.0
clean_5TYV,pdb,3,14.31,0.718,1.358,-1.809,-7.664,41.0
clean_1ISI,pdb,8,27.08,0.918,4.321,41.027,87.705,53.0
clean_8Q8S,pdb,7,3.41,0.123,161.554,149.416,142.678,25.0
clean_4YWQ,pdb,7,3.08,0.103,107.313,2.541,22.151,26.0
clean_5NCP,pdb,0,,,,,,
clean_6B97,pdb,7,42.78,0.969,29.379,-4.94,14.079,70.0
clean_2EXC,pdb,5,7.08,0.367,19.572,11.103,32.542,36.0
clean_6G2E,pdb,2,5.57,0.267,-2.604,8.464,-19.033,28.0
clean_2J0Z,pdb,1,1.29,0.013,11.418,-6.803,-2.644,15.0
clean_7E33,pdb,15,37.96,0.959,97.916,70.107,82.573,104.0
clean_9HBB,pdb,4,2.26,0.056,170.186,134.207,140.104,17.0
clean_4NCT,pdb,27,10.52,0.566,41.769,-5.937,-13.373,53.0
clean_1RG1,pdb,13,27.35,0.92,7.212,46.929,31.355,118.0
clean_9BTY,pdb,29,48.92,0.978,42.522,74.602,227.068,84.0
clean_2W83,pdb,11,12.12,0.639,39.712,-31.136,-15.69,29.0
clean_6NBW,pdb,9,26.74,0.916,-17.253,-22.166,21.368,50.0
clean_9IKQ,pdb,7,14.86,0.737,-26.179,16.357,-29.54,44.0
clean_4QF2,pdb,4,7.43,0.389,36.611,20.161,37.907,24.0
clean_3TUO,pdb,7,4.84,0.216,14.249,16.18,8.53,15.0
clean_8SGI,pdb,20,14.74,0.733,142.169,158.517,154.516,42.0
clean_7Q0B,pdb,57,10.6,0.569,164.792,197.469,180.768,43.0
clean_1O4D,pdb,0,,,,,,
clean_3E92,pdb,5,10.85,0.582,42.46,31.492,31.989,47.0
clean_4OYS,pdb,7,13.17,0.676,18.5,-14.424,-22.877,38.0
clean_4A27,pdb,4,38.86,0.961,-12.298,3.872,-7.264,94.0
clean_4P0T,pdb,5,2.72,0.082,72.261,86.099,-11.079,27.0
clean_5K00,pdb,6,12.8,0.663,-5.83,-9.392,3.934,35.0
clean_6IZN,pdb,4,45.67,0.973,10.151,48.878,59.844,96.0
clean_6TWX,pdb,5,8.27,0.44,-18.948,35.528,-43.749,40.0
clean_7XM2,pdb,5,15.57,0.756,44.73,-6.583,14.468,59.0
clean_4J1Z,pdb,9,37.49,0.958,5.439,-16.954,13.481,85.0
clean_5DC6,pdb,16,56.64,0.985,-21.686,0.117,4.442,106.0
clean_6XOM,pdb,4,17.47,0.803,1.223,-0.642,35.675,43.0
clean_7VP9,pdb,44,24.32,0.897,17.747,-32.041,69.482,56.0
clean_5TJH,pdb,31,23.7,0.891,-11.507,-24.048,23.858,82.0
clean_9GRT,pdb,4,4.32,0.18,16.566,-35.92,17.289,26.0
clean_1C9H,pdb,1,6.92,0.357,-19.695,-6.205,-12.776,26.0
clean_1ZDU,pdb,2,37.18,0.957,2.755,18.715,6.357,83.0
clean_6MLB,pdb,8,40.28,0.964,2.977,32.941,46.805,59.0
clean_1Y7N,pdb,2,1.42,0.018,-4.884,-21.097,8.82,7.0
clean_4QIL,pdb,7,7.97,0.423,23.061,38.783,27.249,44.0
clean_8HKQ,pdb,100,13.31,0.681,120.715,133.022,165.324,35.0
clean_7LM2,pdb,19,13.18,0.677,22.321,18.437,24.449,41.0
clean_7XNN,pdb,72,32.42,0.943,121.764,121.679,107.019,125.0
clean_8XQJ,pdb,13,20.44,0.855,146.552,143.722,128.551,66.0
clean_4XW3,pdb,5,6.73,0.343,7.794,7.646,-2.303,28.0
clean_8HKK,pdb,84,11.04,0.592,139.08,163.238,147.372,58.0
clean_4FCI,pdb,6,24.3,0.897,22.145,-16.531,5.81,39.0
clean_4CLS,pdb,7,32.22,0.942,34.953,-0.453,-0.843,74.0
clean_8IZC,pdb,7,13.82,0.7,-12.754,-4.961,-15.219,39.0
clean_4Z8G,pdb,0,,,,,,
clean_5RZP,pdb,6,10.85,0.582,3.962,-1.408,-17.56,49.0
clean_6PV9,pdb,0,,,,,,
clean_8ONE,pdb,11,39.0,0.961,8.762,33.125,-69.948,81.0
clean_4LVG,pdb,8,80.19,0.994,11.88,8.6,6.164,153.0
clean_2GT6,pdb,4,1.64,0.027,12.684,-3.61,-3.171,19.0
clean_3M0D,pdb,2,1.83,0.035,27.857,-12.853,30.91,14.0
clean_5L36,pdb,1,3.4,0.122,-20.169,-8.796,-52.793,24.0
clean_3RLL,pdb,3,43.69,0.97,27.44,1.897,5.633,43.0
clean_7WVW,pdb,14,47.86,0.977,101.448,153.855,126.241,111.0
clean_7RKL,pdb,14,37.46,0.958,2.243,-1.154,-8.103,62.0
clean_5U8A,pdb,7,36.32,0.955,-0.788,-23.35,13.4,65.0
clean_8F2B,pdb,42,74.62,0.992,88.819,93.8,134.345,121.0
clean_7LV3,pdb,19,27.13,0.919,-22.328,60.394,-26.887,86.0
clean_5SKO,pdb,3,37.1,0.957,133.245,34.697,35.363,71.0
clean_2CRR,pdb,3,2.97,0.096,7.921,-8.054,-5.566,18.0
clean_4USU,pdb,10,36.97,0.956,-18.232,-30.958,-1.024,76.0
clean_2RJ1,pdb,3,41.01,0.965,12.274,16.553,6.042,85.0
clean_6GJQ,pdb,22,10.65,0.572,33.08,-4.72,-59.636,56.0
clean_6VPJ,pdb,5,15.59,0.757,21.045,-3.538,2.147,64.0
clean_5QON,pdb,3,2.37,0.063,-38.243,18.995,79.158,24.0
clean_7KSY,pdb,2,11.79,0.626,2.378,-3.095,-9.54,42.0
clean_7SZC,pdb,14,4.87,0.218,-12.964,7.26,-33.615,27.0
clean_2JMO,pdb,0,,,,,,
clean_5WBP,pdb,7,33.47,0.947,-4.722,6.104,20.033,99.0
clean_5ZZ3,pdb,3,2.46,0.067,-2.06,-14.833,24.16,13.0
clean_4NVP,pdb,1,5.33,0.252,3.973,18.328,14.307,34.0
clean_7W3P,pdb,4,53.76,0.983,-25.139,-7.582,-25.022,73.0
clean_6BYZ,pdb,34,23.92,0.894,105.665,-27.585,0.65,96.0
clean_5YC1,pdb,14,4.68,0.204,11.981,0.748,65.371,29.0
clean_8HUK,pdb,7,54.27,0.984,-0.803,26.426,20.133,107.0
clean_8OW4,pdb,8,3.69,0.14,-12.776,23.438,30.161,23.0
clean_5QS7,pdb,2,1.38,0.017,-7.101,-40.718,-3.55,14.0
clean_1NOP,pdb,12,26.7,0.916,7.465,46.397,31.303,112.0
clean_1SC1,pdb,2,2.95,0.095,12.03,45.505,22.886,20.0
clean_8P70,pdb,15,28.94,0.928,131.442,149.405,135.639,77.0
clean_5GHM,pdb,5,54.92,0.984,11.1,-0.403,-15.222,144.0
clean_6E8C,pdb,0,,,,,,
clean_3SXE,pdb,3,41.39,0.966,14.341,16.715,-5.732,90.0
clean_2J59,pdb,52,14.62,0.728,20.278,43.757,50.062,47.0
clean_4XMO,pdb,6,16.69,0.785,20.733,32.371,56.629,44.0
clean_5SEH,pdb,12,43.56,0.97,92.681,-4.74,14.198,65.0
clean_8TM2,pdb,5,29.58,0.932,27.626,1.914,17.172,87.0
clean_1YYE,pdb,8,26.97,0.918,30.177,36.899,38.788,37.0
clean_3JVS,pdb,6,7.9,0.419,14.261,-1.918,11.185,35.0
clean_8C8D,pdb,4,15.93,0.766,-7.702,15.32,-25.958,39.0
clean_8A5W,pdb,54,31.94,0.941,11.559,-20.51,-30.556,69.0
clean_5QA0,pdb,6,27.98,0.923,6.527,15.593,30.005,58.0
clean_8DSC,pdb,9,85.17,0.995,11.75,8.114,5.934,153.0
clean_7RKK,pdb,7,28.28,0.924,19.194,2.924,4.682,66.0
clean_5K32,pdb,8,40.02,0.963,5.628,39.076,53.75,55.0
clean_6AC9,pdb,27,4.38,0.184,23.206,-46.225,-57.397,22.0
clean_7KJN,pdb,1,2.69,0.08,24.498,-18.141,-5.512,17.0
clean_5QD0,pdb,13,12.62,0.657,31.084,6.362,15.813,43.0
clean_1CB6,pdb,14,18.61,0.826,19.88,9.2,-25.966,50.0
clean_6GGC,pdb,11,5.35,0.253,123.768,77.956,-18.053,33.0
clean_1Y1G,pdb,5,23.4,0.889,29.665,44.684,25.913,50.0
clean_6GWR,pdb,17,20.04,0.849,-4.59,14.14,6.074,50.0
clean_4WK4,pdb,12,23.97,0.894,4.98,-10.09,-24.329,111.0
clean_8IYS,pdb,15,53.83,0.984,149.649,139.852,166.331,99.0
clean_6X4H,pdb,7,3.79,0.147,-28.331,51.608,7.072,25.0
clean_6VB2,pdb,6,26.38,0.913,-15.83,8.43,-19.979,79.0
clean_5V04,pdb,3,19.03,0.833,-11.331,36.243,-2.214,49.0
clean_4OC7,pdb,2,38.82,0.961,69.437,-19.099,105.898,43.0
clean_1HE4,pdb,1,30.8,0.936,23.749,-5.117,9.859,73.0
clean_7HG4,pdb,4,4.74,0.209,17.851,-16.067,-25.446,27.0
clean_8YOX,pdb,3,50.68,0.98,22.368,14.57,20.691,129.0
clean_3ADU,pdb,10,39.09,0.961,36.514,38.33,39.233,105.0
clean_5SFM,pdb,12,41.13,0.965,56.346,-9.976,14.075,67.0
clean_6FNL,pdb,3,12.82,0.663,34.846,6.633,69.354,39.0
clean_4UI0,pdb,4,8.98,0.481,33.767,-28.035,12.743,38.0
clean_4RE9,pdb,37,33.72,0.947,153.219,118.747,107.669,99.0
clean_7K2A,pdb,9,25.11,0.904,-28.409,18.521,4.484,110.0
clean_5UC3,pdb,10,24.75,0.901,108.888,8.246,70.258,53.0
clean_5NIU,pdb,8,6.52,0.33,12.308,12.964,185.623,48.0
clean_6RV2,pdb,27,27.41,0.92,-18.931,27.649,41.778,61.0
clean_4IJ3,pdb,7,14.1,0.711,-36.989,-70.885,-15.542,52.0
clean_4QKJ,pdb,0,,,,,,
clean_2R0W,pdb,3,1.44,0.019,1.757,-6.925,-10.736,16.0
clean_3D4N,pdb,21,44.04,0.971,-25.401,-0.366,10.773,127.0
clean_5NKB,pdb,6,25.64,0.908,-89.957,-19.102,11.956,75.0
clean_5F6K,pdb,8,9.11,0.488,90.1,27.686,-6.949,48.0
clean_6XMJ,pdb,128,56.75,0.985,117.721,167.215,163.626,174.0
clean_8T89,pdb,0,,,,,,
clean_1MWP,pdb,2,1.81,0.034,14.289,27.042,10.324,18.0
clean_5E69,pdb,1,0.9,0.004,10.431,-21.15,-6.629,10.0
clean_4Z35,pdb,5,34.95,0.952,-3.529,-27.602,51.943,80.0
clean_5PWJ,pdb,7,6.98,0.36,22.061,19.735,22.667,30.0
clean_4NY0,pdb,29,7.47,0.392,-49.031,26.128,18.239,33.0
clean_3PA3,pdb,5,11.62,0.618,15.266,-2.639,11.514,34.0
clean_1ISM,pdb,10,24.17,0.896,3.415,97.387,89.55,55.0
clean_3KR3,pdb,6,3.8,0.147,10.849,25.073,-3.569,19.0
clean_3BO8,pdb,7,23.73,0.892,-5.891,5.637,-22.4,79.0
clean_7RG9,pdb,23,60.14,0.988,96.079,115.283,140.856,121.0
clean_4CO7,pdb,2,3.76,0.145,19.719,34.175,41.035,29.0
clean_1NU6,pdb,29,14.84,0.736,68.049,71.852,68.323,33.0
clean_1YUC,pdb,13,49.25,0.979,38.244,-14.729,11.762,92.0
clean_4E90,pdb,12,40.23,0.964,79.325,51.105,40.151,66.0
clean_6E5A,pdb,4,31.98,0.941,11.5,3.394,155.739,88.0
clean_8GHD,pdb,90,26.81,0.917,93.834,153.393,146.127,104.0
clean_4IIO,pdb,2,3.53,0.13,17.433,29.422,13.212,28.0
clean_6Z6Z,pdb,3,7.76,0.411,12.408,12.547,15.877,26.0
clean_5DBR,pdb,1,7.69,0.407,-32.081,73.29,30.149,20.0
clean_7F9Y,pdb,20,31.06,0.937,112.277,140.628,84.584,90.0
clean_6NDZ,pdb,7,10.64,0.571,186.477,318.936,1.066,52.0
clean_7WU5,pdb,14,44.99,0.972,104.128,158.373,126.784,105.0
clean_4QBQ,pdb,9,6.57,0.333,11.921,-1.92,8.719,27.0
clean_3G81,pdb,3,23.07,0.886,29.955,18.143,7.779,37.0
clean_3I9N,pdb,12,12.13,0.64,1.643,1.306,2.266,38.0
clean_8I5Y,pdb,51,32.67,0.944,137.797,138.273,123.755,63.0
clean_1W6N,pdb,3,10.26,0.551,21.305,35.932,50.253,39.0
clean_3SXB,pdb,5,7.84,0.416,12.936,13.075,-2.42,19.0
clean_4UEG,pdb,8,20.86,0.863,5.512,56.75,15.281,59.0
clean_2YFE,pdb,6,39.74,0.963,-3.682,-8.724,17.944,98.0
clean_5EOF,pdb,0,,,,,,
clean_3P0Q,pdb,9,42.24,0.968,-5.654,-18.231,-13.96,106.0
clean_5E26,pdb,24,81.26,0.994,42.932,68.703,31.748,167.0
clean_2RAK,pdb,8,9.42,0.506,19.501,5.436,1.848,28.0
clean_2L1L,pdb,4,9.84,0.528,0.089,-11.937,-3.591,43.0
clean_3KF9,pdb,2,9.1,0.487,14.305,9.68,43.814,34.0
clean_7MBJ,pdb,6,11.37,0.608,0.839,-12.203,11.605,31.0
clean_5I9X,pdb,5,26.74,0.916,-90.02,-16.633,12.019,94.0
clean_6J3N,pdb,2,41.6,0.966,25.154,-7.578,-14.726,67.0
clean_7B44,pdb,2,12.84,0.664,195.238,-31.716,82.835,28.0
clean_8BOF,pdb,6,16.12,0.77,-80.66,-19.2,85.431,49.0
clean_4QG2,pdb,48,30.5,0.934,-15.989,-16.904,12.764,74.0
clean_1SHJ,pdb,7,19.04,0.833,56.494,10.302,7.059,51.0
clean_9B9F,pdb,30,9.14,0.489,32.815,16.099,12.679,31.0
clean_8H4L,pdb,18,50.29,0.98,141.666,144.197,104.151,66.0
clean_5Q5T,pdb,4,23.75,0.892,6.325,15.551,29.918,54.0
clean_4PZW,pdb,3,24.06,0.895,22.877,14.522,8.422,69.0
clean_3X09,pdb,12,7.53,0.396,34.237,1.661,-20.153,35.0
clean_5MJ6,pdb,29,29.95,0.933,13.267,-35.245,-23.939,81.0
clean_5XJR,pdb,13,10.25,0.551,-8.072,33.062,-8.091,40.0
clean_5QCW,pdb,14,10.3,0.553,16.589,7.724,-18.583,44.0
clean_1O4F,pdb,1,1.28,0.013,14.289,26.162,18.166,28.0
clean_3P1S,pdb,5,7.29,0.38,19.427,-20.215,3.113,30.0
clean_1KHX,pdb,2,6.38,0.321,79.464,84.51,50.912,26.0
clean_2G5B,pdb,17,9.46,0.508,120.765,100.345,44.336,31.0
clean_1OBY,pdb,3,5.27,0.247,5.652,-10.832,18.934,22.0
clean_5JG6,pdb,1,1.66,0.028,-7.593,-17.325,-18.071,8.0
clean_2I4Z,pdb,6,55.23,0.984,17.52,18.21,12.811,119.0
clean_6TSG,pdb,3,29.56,0.932,-6.144,-1.897,-22.259,59.0
pocket18_atm,pdb,0,,,,,,
clean_3ZDI,pdb,5,8.8,0.471,-9.975,-5.499,8.801,31.0
clean_2AZE,pdb,4,3.87,0.152,44.983,29.912,29.386,20.0
clean_5WBR,pdb,11,33.52,0.947,-4.559,6.911,19.664,100.0
clean_7BV7,pdb,9,5.96,0.293,-3.9,51.251,22.417,24.0
clean_6EZC,pdb,2,14.89,0.738,9.644,-0.027,-11.834,34.0
clean_2M3W,pdb,5,5.79,0.282,146.252,-13.374,-2.518,35.0
clean_6SAL,pdb,4,38.43,0.96,-5.328,-34.836,-6.252,59.0
clean_1BA6,pdb,0,,,,,,
clean_7T10,pdb,27,33.74,0.947,160.517,160.205,183.066,99.0
clean_4HN5,pdb,0,,,,,,
clean_8B9Q,pdb,0,,,,,,
clean_4AFI,pdb,2,1.17,0.01,8.152,-44.584,-25.611,20.0
clean_7UM5,pdb,14,29.6,0.932,113.24,106.885,82.557,107.0
clean_3B2R,pdb,8,24.23,0.897,25.433,4.341,1.926,53.0
clean_5QHB,pdb,3,6.41,0.323,36.473,-44.508,75.297,30.0
clean_5X2L,pdb,4,18.18,0.817,-62.706,-23.96,-18.889,42.0
clean_5ZJF,pdb,68,41.94,0.967,54.227,-30.329,65.437,101.0
clean_5IA5,pdb,4,19.67,0.843,17.4,-6.454,104.223,49.0
clean_6Z58,pdb,5,27.37,0.92,60.867,27.587,10.134,66.0
clean_8A0B,pdb,7,23.8,0.892,-2.733,-46.117,34.026,50.0
clean_8OTG,pdb,4,15.21,0.749,181.531,203.28,166.426,28.0
clean_6W89,pdb,27,29.55,0.932,198.637,-16.067,-25.344,82.0
clean_3X05,pdb,12,13.07,0.673,43.555,58.638,-1.573,46.0
clean_8ZXW,pdb,9,5.56,0.266,29.558,16.409,9.539,49.0
clean_8ADW,pdb,8,22.85,0.884,104.445,122.387,140.045,81.0
clean_5W6X,pdb,7,26.6,0.915,34.484,36.768,18.593,45.0
clean_7XT8,pdb,21,43.47,0.97,127.486,90.607,134.548,113.0
clean_6WM8,pdb,25,19.67,0.843,-2.26,12.611,-29.534,38.0
clean_4OP3,pdb,17,21.28,0.868,53.198,-13.502,21.825,49.0
clean_4CQ1,pdb,45,15.0,0.741,-6.203,-31.515,-7.545,57.0
clean_8I9F,pdb,17,7.95,0.422,155.96,154.357,160.243,32.0
clean_7D3E,pdb,108,44.74,0.972,69.313,98.756,93.116,88.0
clean_2D06,pdb,8,72.84,0.992,133.177,-58.743,-1.373,118.0
clean_7U33,pdb,10,19.26,0.837,-60.454,14.229,11.351,63.0
clean_3R7Q,pdb,15,24.87,0.902,21.073,45.821,32.315,95.0
clean_6VQF,pdb,2,40.48,0.964,-25.367,-7.268,-24.123,74.0
clean_6HUE,pdb,17,3.73,0.142,-7.211,13.922,-4.205,22.0
clean_3M66,pdb,1,0.56,0.0,6.96,-0.251,37.224,14.0
clean_5NO6,pdb,0,,,,,,
clean_4DKE,pdb,15,6.13,0.304,-9.339,-32.407,-6.746,41.0
clean_8SEJ,pdb,12,5.09,0.233,112.902,152.272,135.005,24.0
clean_6JVH,pdb,4,35.03,0.952,31.295,10.344,-15.825,60.0
clean_3D6M,pdb,2,5.6,0.269,54.096,33.639,43.377,22.0
clean_5RZK,pdb,5,11.05,0.592,5.839,-0.773,-18.088,56.0
clean_3NV1,pdb,1,9.86,0.53,21.379,54.572,25.944,33.0
clean_2YJY,pdb,3,2.56,0.073,26.537,20.433,29.244,24.0
clean_6BPR,pdb,1,34.86,0.951,41.45,41.061,27.119,46.0
clean_6O4B,pdb,77,53.15,0.983,44.671,15.336,22.362,121.0
clean_2DJF,pdb,7,8.93,0.478,56.532,9.693,21.594,30.0
clean_3Q4A,pdb,1,0.86,0.003,12.608,15.025,10.06,10.0
clean_2P3W,pdb,5,4.9,0.221,-7.97,15.023,18.088,29.0
clean_3K5U,pdb,3,13.37,0.683,-9.531,-25.382,7.78,55.0
clean_3SMO,pdb,4,8.33,0.444,-18.935,-13.642,10.249,24.0
clean_4TTC,pdb,22,25.49,0.907,-21.128,95.451,12.95,73.0
clean_7MRV,pdb,1,6.91,0.356,12.647,5.023,27.18,24.0
clean_8G1P,pdb,11,19.91,0.847,-28.865,-13.721,31.211,47.0
clean_8I1M,pdb,1,26.29,0.912,-16.745,-33.178,-5.527,66.0
clean_5Q79,pdb,4,24.94,0.902,6.495,15.596,30.272,55.0
clean_4FTU,pdb,2,7.96,0.423,14.387,-4.833,11.283,34.0
clean_5SVH,pdb,1,2.03,0.045,-4.205,-53.15,-10.383,15.0
clean_5C36,pdb,4,23.51,0.89,11.21,15.728,4.847,66.0
pocket12_atm,pdb,0,,,,,,
clean_7NY2,pdb,9,25.76,0.908,37.528,-4.179,15.947,83.0
clean_2QE3,pdb,1,1.42,0.018,0.52,4.376,7.154,13.0
clean_6HB9,pdb,1,1.07,0.007,13.512,8.883,-0.173,16.0
clean_1KHU,pdb,18,13.88,0.702,-42.824,2.651,-12.651,50.0
clean_7MOY,pdb,11,17.13,0.796,88.918,48.652,-36.236,36.0
clean_7SOK,pdb,14,34.3,0.95,-20.813,-15.241,36.617,64.0
clean_8BOD,pdb,7,19.7,0.843,-81.247,-19.306,85.789,49.0
clean_1OEG,pdb,0,,,,,,
clean_4NZ7,pdb,5,11.27,0.603,-1.987,25.972,-19.685,37.0
clean_5UFP,pdb,4,20.11,0.85,24.184,0.192,-10.858,41.0
clean_6IJI,pdb,10,38.06,0.959,19.271,5.175,9.133,56.0
clean_6AV4,pdb,11,68.57,0.991,119.946,247.888,324.354,129.0
clean_8XN2,pdb,18,7.77,0.412,201.197,248.894,152.56,29.0
clean_3RN5,pdb,15,8.2,0.437,5.464,-3.897,46.801,22.0
clean_7DVD,pdb,13,17.05,0.794,-41.12,11.865,-13.113,63.0
clean_1FAK,pdb,17,9.18,0.491,2.076,78.457,73.928,30.0
clean_6NFZ,pdb,6,11.71,0.622,184.314,228.352,154.637,36.0
clean_5Q6B,pdb,3,21.95,0.876,6.427,15.659,29.886,58.0
clean_9EY1,pdb,35,16.18,0.772,210.848,194.66,178.77,50.0
clean_1WT2,pdb,3,14.37,0.721,16.455,61.569,43.793,34.0
clean_5V4K,pdb,3,1.67,0.028,-40.237,-9.842,-16.084,19.0
clean_6ZXG,pdb,96,47.09,0.975,246.776,241.773,228.637,116.0
clean_3FDL,pdb,3,6.52,0.33,-3.477,22.198,14.805,33.0
clean_7AYC,pdb,2,22.66,0.882,-8.298,19.238,-9.93,88.0
clean_3THH,pdb,7,27.79,0.922,-19.912,-14.674,6.522,38.0
clean_6VGJ,pdb,0,,,,,,
clean_4ZRK,pdb,25,5.36,0.254,25.011,-11.463,25.616,27.0
clean_5CNI,pdb,18,22.62,0.882,194.434,71.499,23.563,74.0
clean_6OIL,pdb,1,2.35,0.061,16.58,41.709,43.442,16.0
clean_1IR3,pdb,6,32.17,0.942,-26.203,29.827,8.699,70.0
clean_3D34,pdb,7,26.2,0.911,34.337,38.919,54.065,58.0
clean_1WSZ,pdb,2,11.59,0.617,15.488,45.49,38.978,45.0
clean_6Q0D,pdb,44,44.82,0.972,51.902,84.422,33.9,101.0
clean_2FVV,pdb,2,12.76,0.661,13.99,7.008,16.24,45.0
clean_7Z22,pdb,82,13.08,0.673,149.914,113.224,167.844,32.0
clean_6O4F,pdb,86,48.16,0.977,20.747,93.088,33.345,109.0
clean_2WGJ,pdb,2,16.23,0.774,20.321,84.603,6.154,34.0
clean_5E3H,pdb,9,10.05,0.541,26.388,-77.217,5.028,33.0
clean_5D7J,pdb,36,61.38,0.988,-67.713,29.96,23.408,90.0
clean_4BTM,pdb,7,6.03,0.297,1.907,7.895,-28.093,37.0
clean_5LXH,pdb,6,20.71,0.86,-16.009,8.567,-14.697,54.0
clean_4IB4,pdb,6,34.17,0.949,21.23,18.315,9.578,66.0
clean_3HOD,pdb,8,54.65,0.984,16.954,63.057,13.826,113.0
clean_6INE,pdb,5,4.13,0.167,-43.78,-14.088,-6.042,27.0
clean_2QQI,pdb,4,8.09,0.431,-2.042,37.584,3.159,48.0
clean_6SFC,pdb,9,21.28,0.868,16.944,-0.202,44.625,62.0
clean_3C1X,pdb,6,17.54,0.804,0.166,9.998,53.42,56.0
clean_3TU5,pdb,4,20.05,0.849,15.504,-9.005,22.448,60.0
clean_5HLV,pdb,11,17.98,0.812,16.104,-41.659,-18.558,73.0
clean_7F1G,pdb,6,14.46,0.723,20.73,-4.93,-17.799,55.0
clean_9F33,pdb,0,,,,,,
clean_4BSO,pdb,0,,,,,,
clean_2O3T,pdb,12,14.46,0.723,0.85,0.707,1.818,38.0
clean_5ELS,pdb,12,4.92,0.222,114.424,-5.766,159.73,31.0
clean_8EWM,pdb,11,31.98,0.941,-15.141,-25.929,-10.777,54.0
clean_4HL5,pdb,2,11.8,0.626,-6.528,-13.79,-15.297,72.0
clean_4K19,pdb,9,21.22,0.867,46.901,39.782,43.501,48.0
clean_5KBY,pdb,57,16.2,0.773,41.896,35.05,14.661,39.0
clean_5QQE,pdb,2,8.63,0.461,2.587,13.815,27.816,35.0
clean_3SP5,pdb,4,7.3,0.381,-21.785,-19.96,3.188,26.0
clean_7M8W,pdb,14,38.4,0.96,-7.099,-57.821,544.47,70.0
clean_5IAS,pdb,2,4.19,0.171,-6.008,-12.326,-2.894,28.0
clean_6GLU,pdb,3,23.66,0.891,-14.248,-12.778,12.306,37.0
clean_5AVL,pdb,3,45.27,0.973,40.045,15.842,-4.16,58.0
clean_3BA4,pdb,2,5.08,0.232,16.956,34.084,51.803,21.0
clean_8ZFS,pdb,5,52.7,0.982,37.403,37.102,39.894,149.0
clean_5VK1,pdb,11,5.78,0.282,7.468,-3.21,-5.98,43.0
clean_2VWW,pdb,1,12.37,0.648,10.814,5.109,11.242,48.0
clean_7EW4,pdb,20,62.38,0.988,115.652,112.807,142.67,115.0
clean_3R8I,pdb,7,60.08,0.987,37.736,-20.838,40.019,116.0
clean_3FMD,pdb,7,24.62,0.9,-12.13,-7.992,12.391,56.0
clean_2XSS,pdb,2,2.82,0.088,25.668,-24.5,14.4,20.0
clean_8R7O,pdb,9,13.49,0.688,-28.218,3.43,-9.827,33.0
clean_7W4Y,pdb,8,50.05,0.98,-24.334,-0.893,-28.372,66.0
clean_2YRY,pdb,0,,,,,,
clean_5DT4,pdb,3,20.36,0.854,-10.55,-24.953,5.257,86.0
clean_1EYB,pdb,8,22.87,0.884,24.366,108.235,37.105,83.0
clean_3I4B,pdb,15,37.3,0.957,31.832,31.056,60.783,97.0
clean_6UUI,pdb,0,,,,,,
clean_3I6C,pdb,2,11.94,0.632,10.181,-4.433,27.215,28.0
clean_3D2S,pdb,5,13.34,0.683,7.79,1.824,13.417,42.0
clean_7AA7,pdb,6,3.17,0.108,2.704,3.92,9.107,25.0
clean_4BBA,pdb,16,24.7,0.9,48.461,31.126,16.702,25.0
clean_2PH6,pdb,1,14.78,0.734,31.077,40.44,3.876,72.0
clean_5KWQ,pdb,6,2.72,0.082,20.785,2.798,-12.034,20.0
clean_2OKR,pdb,13,14.52,0.725,70.581,12.297,-8.518,46.0
clean_9CPL,pdb,1,0.95,0.005,-36.132,-13.401,-8.03,19.0
clean_5JGQ,pdb,5,7.99,0.425,51.208,-35.66,28.207,19.0
clean_5A86,pdb,6,43.58,0.97,-8.197,7.32,13.787,71.0
clean_5TKM,pdb,9,2.07,0.046,-6.399,27.303,-27.058,17.0
clean_4PJH,pdb,26,48.62,0.978,-4.353,38.595,51.264,78.0
clean_1EKG,pdb,0,,,,,,
clean_7PPH,pdb,9,80.34,0.994,11.699,8.476,6.124,137.0
clean_3ZGG,pdb,2,12.96,0.669,9.976,14.814,4.398,47.0
clean_4CDR,pdb,24,43.54,0.97,106.31,23.076,19.137,127.0
clean_8AHG,pdb,4,10.13,0.545,3.144,17.749,59.641,34.0
clean_4D2G,pdb,6,5.48,0.261,31.928,8.405,-49.764,16.0
clean_2DGU,pdb,1,1.79,0.034,12.605,-8.349,-15.265,22.0
clean_5SDV,pdb,11,41.11,0.965,92.741,-4.016,14.145,61.0
clean_5Q1H,pdb,14,34.59,0.951,1.752,10.772,29.218,65.0
clean_6N77,pdb,10,13.72,0.697,4.815,-26.827,22.373,28.0
clean_8QMO,pdb,34,46.48,0.975,139.582,108.565,177.891,70.0
clean_3BUK,pdb,16,7.9,0.42,-23.592,42.743,4.983,34.0
clean_4MR9,pdb,11,28.35,0.925,-49.089,24.9,-26.326,60.0
clean_1LB4,pdb,0,,,,,,
clean_1ZHJ,pdb,5,11.41,0.61,15.518,45.151,39.465,50.0
clean_3QHE,pdb,13,10.59,0.569,29.643,99.681,30.713,29.0
clean_8SVU,pdb,3,48.18,0.977,-8.873,8.261,11.902,90.0
clean_8OS9,pdb,10,6.04,0.298,9.352,-21.07,16.75,42.0
clean_8V9Q,pdb,17,33.91,0.948,16.558,-4.94,68.213,85.0
clean_7D2X,pdb,2,10.68,0.573,-18.167,-36.899,-9.08,48.0
